Date,Open,High,Low,Close,Adj Close,Volume
2008-03-19,14.875,17.25,13.75,14.125,12.605219841003418,708486000
2008-03-20,14.600000381469727,16.25,14.375,16.087499618530273,14.356563568115234,198985200
2008-03-24,16.809999465942383,16.924999237060547,14.75,14.932499885559082,13.325838088989258,149566400
2008-03-25,15.145000457763672,16.0625,14.954999923706055,15.8125,14.111149787902832,87092000
2008-03-26,15.682499885559082,16.1200008392334,15.392499923706055,15.989999771118164,14.269552230834961,43111600
2008-03-27,16.012500762939453,16.184999465942383,15.662500381469727,15.727499961853027,14.035296440124512,39829600
2008-03-28,15.842499732971191,15.859999656677246,15.539999961853027,15.6899995803833,14.0018310546875,24675200
2008-03-31,15.649999618530273,15.869999885559082,15.512499809265137,15.59000015258789,13.912590980529785,22157200
2008-04-01,15.765000343322754,15.920000076293945,15.077500343322754,15.40250015258789,13.745266914367676,60410800
2008-04-02,15.430000305175781,15.579999923706055,15.125,15.579999923706055,13.90367317199707,43836400
2008-04-03,15.487500190734863,16.572500228881836,15.454999923706055,16.375,14.613126754760742,100868000
2008-04-04,16.225000381469727,16.329999923706055,15.9375,16.1200008392334,14.385567665100098,36394400
2008-04-07,16.274999618530273,16.450000762939453,16.0049991607666,16.260000228881836,14.510501861572266,28301600
2008-04-08,16.225000381469727,17.059999465942383,16.202499389648438,17.022499084472656,15.190959930419922,53925600
2008-04-09,17.110000610351562,17.18000030517578,16.40250015258789,16.447500228881836,14.677827835083008,48324400
2008-04-10,16.540000915527344,16.6825008392334,16.27750015258789,16.52750015258789,14.749222755432129,22372000
2008-04-11,16.3125,16.6924991607666,16.3125,16.52750015258789,14.749222755432129,26421600
2008-04-14,16.674999237060547,16.809999465942383,16.38249969482422,16.420000076293945,14.653289794921875,28443600
2008-04-15,16.572500228881836,16.637500762939453,16.0,16.087499618530273,14.356563568115234,23888000
2008-04-16,16.139999389648438,16.737499237060547,16.139999389648438,16.53499984741211,14.755910873413086,25136800
2008-04-17,16.565000534057617,16.9375,16.502500534057617,16.760000228881836,14.956707000732422,22459600
